Computer networks for high performance computing and Big Data infrastructure-Big Data Infrastructure and Technologies
Infrastructure and platforms for Data Science applications-Big Data Infrastructure and Technologies
Big Data Infrastructure and Technologies-NoSQL databases
Big Data Infrastructure and Technologies-Cloud Computing technologies for Big Data and Data Analytics
Data and Applications security-Infrastructure, applications and data security
Data and Applications security-Access Control and Identity Management
Data and Applications security-Security services management, including compliance and certification
Big Data systems organisation and engineering-Requirements engineering and software systems development
Big Data systems organisation and engineering-DevOps and cloud enabled applications development
Data Science applications design-Data Science applications design
